site,season,hour,mean_o3,p90_o3,n_hours
美濃,winter,18,42.550557103064065,60.03000000000001,718
美濃,winter,19,36.525208913649024,52.0,718
美濃,winter,20,30.961474269819192,44.66000000000002,719
美濃,winter,21,26.94125,39.5,720
美濃,winter,22,24.115159944367175,36.24000000000001,719
美濃,winter,23,21.437586685159502,33.0,721
鳳山,autumn,0,22.14066390041494,37.68000000000001,723
鳳山,autumn,1,20.621517241379312,34.46,725
鳳山,autumn,2,19.53365517241379,33.660000000000004,725
鳳山,autumn,3,18.513592233009707,32.2,721
鳳山,autumn,4,17.503347280334726,30.679999999999996,717
鳳山,autumn,5,15.362885154061626,28.2,714
鳳山,autumn,6,13.511845730027549,24.7,726
鳳山,autumn,7,15.387500000000001,25.930000000000007,728
鳳山,autumn,8,24.43232044198895,37.74000000000001,724
鳳山,autumn,9,36.35631067961165,53.0,721
鳳山,autumn,10,46.81994261119082,68.44,697
鳳山,autumn,11,55.477266187050354,80.26000000000002,695
鳳山,autumn,12,59.782461103253176,84.94,707
鳳山,autumn,13,59.60271041369472,84.9,701
鳳山,autumn,14,56.17028571428571,80.41000000000001,700
鳳山,autumn,15,51.27072135785007,73.84,707
鳳山,autumn,16,45.344647887323944,66.81,710
鳳山,autumn,17,39.521787709497204,60.0,716
鳳山,autumn,18,35.87972222222223,54.13000000000001,720
鳳山,autumn,19,32.93138888888889,52.61000000000001,720
鳳山,autumn,20,30.84224376731302,48.779999999999994,722
鳳山,autumn,21,27.90457063711911,46.18,722
鳳山,autumn,22,25.37085635359116,43.34000000000001,724
鳳山,autumn,23,23.68478561549101,41.480000000000004,723
鳳山,spring,0,23.931967213114756,41.78999999999999,732
鳳山,spring,1,23.018417462482947,40.26000000000001,733
鳳山,spring,2,22.003950953678473,39.07000000000001,734
鳳山,spring,3,20.8734693877551,37.56,735
鳳山,spring,4,19.910748299319728,36.96,735
鳳山,spring,5,17.93646258503401,34.7,735
鳳山,spring,6,16.929931972789117,32.56,735
鳳山,spring,7,19.53760217983651,35.07000000000001,734
鳳山,spring,8,26.89084699453552,45.379999999999995,732
鳳山,spring,9,35.12458791208791,55.76000000000001,728
鳳山,spring,10,42.49618644067797,66.9,708
鳳山,spring,11,47.71590909090909,73.94000000000001,704
鳳山,spring,12,50.94378531073446,80.23,708
鳳山,spring,13,50.75476529160739,78.48,703
鳳山,spring,14,48.12457865168539,73.39,712
鳳山,spring,15,45.20710306406686,69.72000000000003,718
鳳山,spring,16,41.309444444444445,65.41000000000001,720
鳳山,spring,17,36.55206043956044,60.76000000000001,728
鳳山,spring,18,33.38068493150685,56.31,730
鳳山,spring,19,31.04856753069577,52.980000000000004,733
鳳山,spring,20,29.393197278911565,50.660000000000004,735
鳳山,spring,21,27.541496598639455,48.8,735
鳳山,spring,22,25.571292517006803,45.620000000000005,735
鳳山,spring,23,24.333652530779755,43.5,731
鳳山,summer,0,15.435197817189632,25.64000000000002,733
鳳山,summer,1,14.977384196185286,26.170000000000005,734
鳳山,summer,2,14.36825613079019,25.0,734
鳳山,summer,3,13.525885558583106,24.970000000000002,734
鳳山,summer,4,13.029291553133515,24.340000000000007,734
鳳山,summer,5,12.000681198910081,22.670000000000005,734
鳳山,summer,6,12.205177111716623,22.0,734
鳳山,summer,7,14.950953678474114,23.070000000000004,734
鳳山,summer,8,20.375342465753423,31.1,730
鳳山,summer,9,25.978404401650618,40.4,727
鳳山,summer,10,30.219318181818185,51.01000000000001,704
鳳山,summer,11,32.71776504297994,58.7,698
鳳山,summer,12,33.01051893408135,60.24000000000005,713
鳳山,summer,13,31.67205673758865,55.02,705
鳳山,summer,14,29.187904360056258,49.3,711
鳳山,summer,15,26.309583333333336,44.02,720
鳳山,summer,16,23.396657381615597,38.9,718
鳳山,summer,17,20.792699724517906,34.45,726
鳳山,summer,18,18.57028885832187,32.0,727
鳳山,summer,19,17.238251366120217,29.86999999999999,732
鳳山,summer,20,16.876744186046512,29.6,731
鳳山,summer,21,16.331463748290012,28.7,731
鳳山,summer,22,15.968528610354223,27.340000000000007,734
鳳山,summer,23,15.924489795918367,26.9,735
鳳山,winter,0,14.489466292134832,26.59,712
鳳山,winter,1,13.991573033707866,27.8,712
鳳山,winter,2,13.700562587904361,27.3,711
鳳山,winter,3,13.38465909090909,27.870000000000005,704
鳳山,winter,4,13.0974175035868,26.9,697
鳳山,winter,5,11.660199714693295,24.9,701
鳳山,winter,6,9.532097004279601,21.4,701
鳳山,winter,7,8.656223776223776,19.4,715
鳳山,winter,8,12.65814606741573,24.0,712
鳳山,winter,9,20.65940594059406,37.2,707
鳳山,winter,10,30.542690058479533,50.110000000000014,684
鳳山,winter,11,39.39219440353461,59.6,679
鳳山,winter,12,47.67107558139534,69.46000000000002,688
鳳山,winter,13,52.73784570596798,76.1,687
鳳山,winter,14,52.425947521865886,72.45,686
鳳山,winter,15,48.60173913043478,67.4,690
鳳山,winter,16,41.695689655172416,59.25,696
鳳山,winter,17,33.69843971631206,51.6,705
鳳山,winter,18,28.203960396039605,44.919999999999995,707
鳳山,winter,19,24.853239436619717,39.910000000000004,710
鳳山,winter,20,21.65772471910112,36.19,712
鳳山,winter,21,18.303646563814866,32.2,713
鳳山,winter,22,16.145926966292134,28.79,712
鳳山,winter,23,15.110814606741572,27.189999999999998,712
